nr;kuenstler_id;kuenstler;theoretiker_id;theoretiker;text;frage
242;marina-abramovic;Marina Abramović;michel-foucault;Michel Foucault;Marina Abramović setzt Körper häufig Bedingungen aus, die öffentlich beobachtbar sind. Michel Foucault untersucht Sichtbarkeit nicht bloß als Sehen, sondern als Bestandteil von Anordnungen, in denen Verhalten geführt und beurteilt wird. In einer Performance verändert Publikum daher nicht nur die Aufmerksamkeit. Seine Anwesenheit gehört zur Situation, in der Ausdauer, Regelbefolgung und Grenzüberschreitung Bedeutung erhalten. Der Blick ist kein unsichtbares Außen, sondern eine Bedingung des Vollzugs.;Wann wird Sichtbarkeit Teil der Handlung?
243;bruce-nauman;Bruce Nauman;lucy-suchman;Lucy Suchman;Bruce Nauman entwickelt einfache Aufgaben, Bewegungen und räumliche Anordnungen, die im Vollzug schnell komplizierter werden. Lucy Suchman zeigt, dass ein Plan eine Handlung nicht vollständig enthält. Körper müssen auf Raum, Widerstand, Gleichgewicht und unerwartete Situationen reagieren. Naumans Wiederholungen machen genau diese Differenz sichtbar. Die Anweisung bleibt knapp, während jede Ausführung neue kleine Entscheidungen verlangt.;Was bleibt von einem Plan im Körper?
244;tehching-hsieh;Tehching Hsieh;donna-haraway;Donna Haraway;Tehching Hsiehs Zeitregeln wirken zunächst vollkommen allgemein: Eine Stunde ist für alle sechzig Minuten. Donna Haraway erinnert daran, dass jede Erkenntnis und jede Erfahrung situiert ist. Für Hsiehs Körper bedeutet dieselbe Stunde je nach Schlaf, Müdigkeit, Wetter und vorherigem Verlauf etwas anderes. Die Uhr stellt Gleichheit her, während der Körper Differenz erfährt. Gerade diese Spannung macht messbare Zeit als konkrete Lebensbedingung sichtbar.;Wessen Zeit misst dieselbe Uhr?
245;doris-salcedo;Doris Salcedo;michel-foucault;Michel Foucault;Doris Salcedo arbeitet mit materiellen Spuren von Gewalt und Verlust, ohne die Abwesenden einfach bildlich zu ersetzen. Michel Foucault untersucht Ordnungen der Sichtbarkeit und die Bedingungen, unter denen etwas erscheinen kann. Salcedos Arbeiten stellen deshalb nicht nur Erinnerungen aus. Sie organisieren eine Form des Sehens, in der Lücke, Leerstelle und beschädigtes Material lesbar werden. Abwesenheit wird sichtbar, ohne dadurch aufgehoben zu sein.;Wie wird Abwesenheit sichtbar, ohne aufgehoben zu werden?
246;james-turrell;James Turrell;lucy-suchman;Lucy Suchman;James Turrell plant Räume, Öffnungen und Lichtverhältnisse mit großer Präzision. Lucy Suchman zeigt jedoch, dass geplante Abläufe erst in konkreten Situationen zu tatsächlichen Handlungen werden. Auch Wahrnehmung lässt sich nicht vollständig vorprogrammieren. Augen passen sich unterschiedlich schnell an, Menschen bewegen sich, warten oder übersehen etwas. Turrell kann Bedingungen des Sehens entwerfen, aber nicht das einzelne Sehen selbst. Das Werk entsteht deshalb zwischen räumlicher Planung und situiertem Vollzug.;Kann man Wahrnehmung planen?
247;christian-marclay;Christian Marclay;claude-shannon;Claude Shannon;Christian Marclay zerlegt Filme in Fragmente, die jeweils eine Uhrzeit zeigen oder nennen. Claude Shannon trennt bei der Übertragung einer Nachricht das Signal von seiner Bedeutung. In The Clock werden solche Signale aus völlig verschiedenen Geschichten auf eine gemeinsame Zeitordnung bezogen. Erst die Synchronisierung mit der tatsächlichen Uhrzeit des Publikums macht aus heterogenen Szenen ein geteiltes Jetzt. Die technische Lesbarkeit der Zeit wird damit zur Voraussetzung einer gemeinsamen Gegenwart.;Wann wird Information zu gemeinsamer Zeit?
248;roman-opalka;Roman Opalka;gilles-deleuze;Gilles Deleuze;Roman Opalka wiederholt über Jahrzehnte dieselbe elementare Operation: eine Zahl folgt auf die nächste. Gilles Deleuze versteht Wiederholung nicht als Rückkehr des Gleichen, sondern als Produktion von Differenz. Opalkas Serie macht diese Spannung extrem sichtbar. Der Vorgang bleibt nahezu identisch, doch keine Zahl und kein Moment können wiederkehren. Gerade die Wiederholung erzeugt eine Folge, in der jeder neue Schritt den Abstand zum Anfang vergrößert.;Kann Wiederholung ohne Rückkehr bestehen?
249;james-turrell;James Turrell;heinz-von-foerster;Heinz von Foerster;James Turrell richtet Aufmerksamkeit nicht nur auf Licht, sondern auf den Vorgang des Sehens selbst. Heinz von Foerster interessiert sich für Beobachtung zweiter Ordnung, also dafür, einen Beobachter beim Beobachten zu beobachten. Bei Turrell kann diese zweite Ebene in die eigene Wahrnehmung zurückfallen. Man sieht eine Lichtfläche und bemerkt zugleich, wie das eigene Auge Tiefe, Grenze oder Farbe hervorbringt. Die Wahrnehmung wird zu ihrem eigenen Gegenstand.;Kann Sehen sich selbst beobachten?
250;on-kawara;On Kawara;n-katherine-hayles;N. Katherine Hayles;On Kawaras Datumsbilder wirken wie reine Information: ein Datum, standardisierte Schrift, klarer Hintergrund. N. Katherine Hayles widerspricht jedoch der Vorstellung, Information könne unabhängig von ihrer Verkörperung bestehen. Kawaras Datum ist gemalt, an einem bestimmten Tag, auf einer bestimmten Leinwand und unter einer Regel, die körperliche Arbeit vor Mitternacht verlangt. Der abstrakte Kalendercode bleibt an Material und Lebenszeit gebunden.;Wie viel Körper steckt in einem Datum?
251;william-kentridge;William Kentridge;jacques-derrida;Jacques Derrida;William Kentridge löscht seine Kohlezeichnungen, ohne ihre früheren Zustände vollständig verschwinden zu lassen. Jacques Derridas Spur bezeichnet eine Anwesenheit, die von etwas Abwesendem mitgeprägt bleibt. Bei Kentridge kann das Gelöschte deshalb stärker wirken als eine unberührte Fläche. Jeder Rest verweist auf ein Bild, das nicht mehr da ist und dennoch die nächste Zeichnung verändert. Löschen entfernt eine Form und produziert zugleich ihre Spur.;Kann Löschen eine Spur verstärken?
252;tehching-hsieh;Tehching Hsieh;henri-bergson;Henri Bergson;Tehching Hsieh organisiert ein Jahr durch exakt wiederkehrende Regeln. Henri Bergson unterscheidet messbare Zeit von Dauer, die nicht aus identischen Einheiten zusammengesetzt ist. Ein Kalender kann Hsiehs Jahr in Tage und Stunden zerlegen, aber der Körper durchlebt keine Stunde wie die andere. Müdigkeit, Erinnerung und Erwartung verändern die Dauer von innen. Die Regel macht Zeit gleichförmig und lässt gerade dadurch ihre Ungleichheit erfahrbar werden.;Was bleibt von Dauer, wenn jeder Tag gezählt wird?
253;roman-opalka;Roman Opalka;judith-butler;Judith Butler;Roman Opalka bindet sein Lebenswerk an eine einfache, selbst gesetzte Regel: Eine Zahl folgt auf die nächste. Judith Butler untersucht eine andere Art von Bindung. Soziale Formen gewinnen Stabilität, weil Handlungen wiederholt werden und dadurch selbstverständlich erscheinen können. Bei Opalka liegt die Regel offen vor, doch auch sie wird erst durch unzählige Wiederholungen zu einer Lebensform. Die einzelne Zahl erfüllt eine Vorschrift, während die fortgesetzte Praxis den Künstler und sein Werk immer enger miteinander verbindet.;Wann wird Wiederholung zur Verpflichtung?
254;donald-judd;Donald Judd;susan-leigh-star;Susan Leigh Star;Donald Judds Arbeiten erscheinen oft als autonome, präzise gesetzte Körper. Susan Leigh Star richtet den Blick dagegen auf Infrastrukturen, die im Hintergrund Stabilität ermöglichen. Auch Judds Präzision hängt an weniger sichtbaren Bedingungen: Fertigung, Maße, Wand, Boden, Befestigung und wiederholbare Installationsweisen. Der Abstand zwischen zwei Elementen ist deshalb nicht einfach leerer Raum. Er muss bei jeder Präsentation technisch und institutionell erneut hergestellt werden.;Was hält einen präzisen Abstand aufrecht?
255;dan-graham;Dan Graham;michel-foucault;Michel Foucault;Dan Grahams Glas, Spiegel und Kameras verteilen Sichtbarkeit zwischen Menschen, die einander beobachten und zugleich selbst sichtbar werden. Michel Foucault untersucht Anordnungen, in denen Sehen nicht neutral ist, sondern Positionen und Verhalten organisiert. Grahams Räume besitzen keinen sicheren Außenstandpunkt. Wer hineinsieht, kann selbst zum Bild für andere werden. Transparenz bedeutet deshalb nicht einfach mehr Sichtbarkeit, sondern eine bestimmte Ordnung des gegenseitigen Beobachtens.;Wer sieht wen in einem transparenten Raum?
256;felix-gonzalez-torres;Felix Gonzalez-Torres;gilbert-simondon;Gilbert Simondon;Felix Gonzalez-Torres lässt Werke ihre materiellen Zustände fortlaufend verändern. Bonbons verschwinden, Papierstapel werden kleiner und können ergänzt werden. Gilbert Simondon versteht Individuation nicht als Herstellung eines endgültigen Individuums, sondern als einen Prozess, der weitere Veränderungen offenhält. Das Werk wäre dann nicht eine feste Form hinter wechselnden Zuständen. Seine Identität besteht in der Weise, wie es sich durch diese Zustände hindurch weiter individuieren kann.;Wann wird Veränderung zur Form der Identität?
257;bruce-nauman;Bruce Nauman;wendy-hui-kyong-chun;Wendy Hui Kyong Chun;Bruce Nauman wiederholt Wörter, Gesten und Bewegungen, bis bewusste Ausführung in Rhythmus oder Gewohnheit übergehen kann. Wendy Hui Kyong Chun interessiert sich dafür, wie Wiederholung Verhalten und Medien stabilisiert, indem Vergangenes in gegenwärtigen Routinen weiterwirkt. Bei Nauman trägt der Körper jede vorherige Wiederholung in die nächste hinein. Was wie derselbe Vollzug aussieht, besitzt deshalb bereits ein Gedächtnis aus Übung, Ermüdung und Erwartung.;Wann bekommt Wiederholung ein Gedächtnis?
258;william-kentridge;William Kentridge;gregory-bateson;Gregory Bateson;William Kentridge lässt frühere Bildzustände als Verschmierungen und Löschspuren stehen. Gregory Bateson versteht Information als einen Unterschied, der einen weiteren Unterschied macht. Eine Spur ist deshalb nicht schon durch ihre bloße Anwesenheit informativ. Sie wird es dort, wo der Vergleich mit dem gegenwärtigen Bild eine Veränderung erkennen lässt. Kentridges Zeichnung trägt ihre eigene Differenzgeschichte sichtbar mit.;Wann wird eine Spur zur Information?
259;agnes-martin;Agnes Martin;heinz-von-foerster;Heinz von Foerster;Agnes Martins Raster wirken zunächst wie eine Ordnung, die unabhängig von der betrachtenden Person vorliegt. Heinz von Foerster richtet den Blick jedoch auf den Beobachter, der Unterschiede erst bezeichnet. Bei Martin verändert sich das Bild mit Abstand, Licht und Aufmerksamkeit. Linien treten hervor oder verschwinden, Regelmäßigkeit kippt in Abweichung. Das Raster ordnet deshalb nicht nur die Fläche. Es kann sichtbar machen, wie der eigene Blick Ordnung hervorbringt.;Kann ein Raster den Beobachter sichtbar machen?
260;hanne-darboven;Hanne Darboven;henri-bergson;Henri Bergson;Hanne Darboven schreibt Zeit in Zahlen, Daten und serielle Notationen um. Henri Bergson warnt davor, Dauer mit einer räumlich geordneten Folge messbarer Einheiten gleichzusetzen. Darbovens Arbeit verschärft genau diese Differenz. Der Kalender lässt Tage nebeneinanderstellen und zählen, während das Schreiben selbst Zeit verbraucht, die nicht auf der Seite aufgeht. Die Notation ordnet Dauer und zeigt zugleich, dass Dauer mehr ist als ihre Ordnung.;Was verliert Dauer, wenn sie notiert wird?
261;mona-hatoum;Mona Hatoum;george-spencer-brown;George Spencer-Brown;George Spencer-Brown beginnt mit dem Ziehen einer Grenze, durch die zwei Seiten entstehen. Mona Hatoum macht solche Trennungen körperlich unsicher. Ein Gitter kann Schutz oder Gefangenschaft bedeuten, eine Schwelle Zugang oder Ausschluss. Welche Seite als innen oder außen erscheint, hängt deshalb nicht nur von der Linie ab, sondern auch von der Position des Körpers zu ihr. Die Form der Grenze bleibt einfach, ihre soziale und räumliche Bedeutung nicht.;Wer steht auf welcher Seite?
262;dan-graham;Dan Graham;donna-haraway;Donna Haraway;Dan Grahams Spiegel und transparente Pavillons bieten keinen Blick von nirgendwo. Jede Ansicht hängt davon ab, wo ein Körper steht, wer sich auf der anderen Seite befindet und welche Reflexionen gerade in die Fläche treten. Donna Haraways situiertes Wissen setzt genau bei dieser Gebundenheit an. Beobachtung verliert dadurch nicht ihre Gültigkeit, aber ihren Anspruch auf Ortlosigkeit. Grahams Architektur macht den Standpunkt zu einem sichtbaren Bestandteil des Bildes.;Gibt es im Spiegel einen neutralen Standpunkt?
263;christian-marclay;Christian Marclay;karen-barad;Karen Barad;Christian Marclays Montagen scheinen bereits vorhandene Film- oder Tonfragmente miteinander zu verbinden. Karen Barads Begriff der Intraaktion stellt jedoch infrage, ob die beteiligten Einheiten vor ihrer Relation schon vollständig bestimmt sind. Ein Schnitt erzeugt nicht nur eine Verbindung zwischen zwei Fragmenten. Er bestimmt auch, wo das eine endet, das andere beginnt und welche Bedeutung beide in ihrer neuen Nachbarschaft erhalten.;Entsteht ein Fragment erst durch seinen Schnitt?
264;robert-smithson;Robert Smithson;michel-serres;Michel Serres;Robert Smithsons Non-Sites bringen Gestein, Karten und Behälter aus einem entfernten Ort in den Ausstellungsraum. Michel Serres interessiert sich für Passagen, Übersetzungen und Wege, auf denen etwas seine Beziehungen verändert. Der Ort wird bei Smithson nicht einfach transportiert. Material, Karte und Benennung erzeugen eine neue Verbindung zwischen hier und dort. Gerade weil die Site abwesend bleibt, kann sie durch verschiedene Vermittlungen reisen.;Wie weit kann ein Ort reisen?
265;doris-salcedo;Doris Salcedo;gilles-deleuze;Gilles Deleuze;Doris Salcedo verwendet wiederkehrende Dinge wie Möbel, Kleidungsstücke oder architektonische Eingriffe, um Erfahrungen von Verlust und Gewalt zu bearbeiten. Gilles Deleuze versteht Wiederholung nicht als Herstellung des Gleichen, sondern als Differenz. Bei Salcedo darf die wiederkehrende Form einzelne Verluste gerade nicht austauschbar machen. Ihre Wiederholung kann vielmehr zeigen, dass sich ähnliche Strukturen der Gewalt in singulären Geschichten unterschiedlich einschreiben.;Kann Wiederholung Einzigartigkeit sichtbar machen?
266;rebecca-horn;Rebecca Horn;gregory-bateson;Gregory Bateson;Rebecca Horn verbindet Körper mit mechanischen Erweiterungen, deren Bewegung wieder auf den Körper zurückwirkt. Gregory Bateson denkt Systeme über Rückkopplungen, in denen Folgen einer Handlung zu neuen Bedingungen des Handelns werden. Eine Prothese vergrößert bei Horn deshalb nicht nur Reichweite. Gewicht, Widerstand und Reaktion verändern die nächste Bewegung. Körper und Apparat bilden einen Kreislauf, in dem beide einander fortlaufend korrigieren.;Wann wird eine Prothese zur Rückkopplung?
267;eva-hesse;Eva Hesse;claude-shannon;Claude Shannon;Claude Shannon behandelt Rauschen als Störung einer möglichst zuverlässigen Signalübertragung. Eva Hesses Werke stellen diese Logik vor ein Problem. Latex verfärbt sich, verliert Spannung und verändert eine Form, die erhalten werden soll. Technisch lässt sich die Abweichung beschreiben, doch Shannons Theorie kann nicht entscheiden, ob sie Verlust oder Teil des Werks ist. Bei Hesse wird deshalb gerade die Grenze zwischen Signal und Störung zur ästhetischen Frage.;Wer entscheidet, ob Veränderung Rauschen ist?
268;tehching-hsieh;Tehching Hsieh;lucy-suchman;Lucy Suchman;Tehching Hsieh formuliert Regeln, die ein ganzes Jahr lang gelten sollen. Lucy Suchman zeigt, dass ein Plan die konkrete Handlung nie vollständig vorwegnehmen kann. Je länger Hsiehs Regel dauert, desto mehr ungeplante Situationen muss sie durchqueren: Müdigkeit, Wetter, Krankheit, Begegnungen und praktische Hindernisse. Der Plan bleibt derselbe, aber sein Fortbestand hängt täglich von situierter Koordination ab.;Wie überlebt ein Plan ein Jahr?
269;roman-opalka;Roman Opalka;jacques-derrida;Jacques Derrida;Roman Opalka schreibt eine Zahl und geht unwiderruflich zur nächsten weiter. Jacques Derridas Spur bezeichnet ein Gegenwärtiges, das von Abwesendem mitbestimmt bleibt. Jede Zahl steht bei Opalka deshalb in einem Feld aus bereits Geschriebenem und noch nicht Geschriebenem. Die vorherige Zahl ist verschwunden und bleibt dennoch Bedingung der nächsten. Die Serie trägt ihre Vergangenheit nicht neben sich, sondern in jedem weiteren Schritt.;Wo bleibt die Zahl, die gerade vergangen ist?
270;james-turrell;James Turrell;n-katherine-hayles;N. Katherine Hayles;James Turrell arbeitet mit Licht, das erst durch einen wahrnehmenden Körper zu Tiefe, Fläche oder farbigem Raum werden kann. N. Katherine Hayles kritisiert die Vorstellung einer Information, die von ihrer Verkörperung unabhängig wäre. Auch Licht lässt sich physikalisch beschreiben, doch Turrells Werk besteht nicht in diesen Daten allein. Augen, Anpassung, Haltung und Raum gehören zu den Bedingungen dessen, was überhaupt erscheint.;Kann Licht Information ohne Körper sein?
271;bruce-nauman;Bruce Nauman;judith-butler;Judith Butler;Bruce Nauman wiederholt körperliche Haltungen und alltägliche Bewegungen, bis sie künstlich, anstrengend oder befremdlich erscheinen. Judith Butler untersucht, wie Normen durch wiederholte Handlungen Körper lesbar und Verhalten selbstverständlich machen. Nauman kann solche Selbstverständlichkeit stören, indem er eine gewöhnliche Bewegung isoliert und übertreibt. Was normal wirkt, zeigt plötzlich die Wiederholungen, durch die es normal geworden ist.;Wann wird eine Haltung normal?
272;on-kawara;On Kawara;gilbert-simondon;Gilbert Simondon;On Kawaras Today Series besteht aus einzelnen Datumsbildern, die jeweils nur an ihrem bezeichneten Tag entstehen dürfen. Gilbert Simondon versteht Individuation als einen Prozess, aus dem eine Einheit erst hervorgeht. Auch Kawaras Serie ist nicht einfach die Summe fertiger Bilder. Mit jedem neuen Datum verändert sich, was diese fortlaufende Arbeit als Ganzes ist. Die Identität der Serie wächst aus Ereignissen, die einzeln abgeschlossen und gemeinsam unabgeschlossen bleiben.;Wann wird eine Serie zu einem Werk?
273;agnes-martin;Agnes Martin;michel-foucault;Michel Foucault;Agnes Martins Raster ordnen eine Fläche mit wenigen wiederkehrenden Linien. Michel Foucault interessiert sich für Ordnungen, die nicht nur Dinge sortieren, sondern bestimmen, welche Unterschiede überhaupt sichtbar und vergleichbar werden. Martins Raster zwingt keine eindeutige Lesart auf. Doch vor seinem Hintergrund werden minimale Abweichungen, Unterbrechungen und Intensitäten erst bemerkbar. Die Ordnung erzeugt damit ein Feld dessen, was als Unterschied erscheinen kann.;Was darf im Raster als Abweichung erscheinen?
274;louise-bourgeois;Louise Bourgeois;gilles-deleuze;Gilles Deleuze;Louise Bourgeois kehrt über Jahrzehnte zu Spinnen, Häusern, Körperteilen und familiären Motiven zurück. Gilles Deleuze versteht Wiederholung als Produktion von Differenz. Bourgeois' Wiederkehr zu denselben Motiven führt deshalb nicht zu einer stabilen Erinnerung. Material, Maßstab und Stimmung verschieben sich, und mit ihnen verändert sich die Vergangenheit, die in der Form aufgerufen wird. Erinnerung wiederholt nicht nur. Sie produziert neue Gegenwarten des Vergangenen.;Warum kehrt Erinnerung verändert zurück?
275;mona-hatoum;Mona Hatoum;heinz-von-foerster;Heinz von Foerster;Mona Hatoums Karten scheinen zunächst eine Welt zu ordnen, in der die betrachtende Person nur ihren Standort finden müsste. Heinz von Foerster richtet den Blick jedoch auf den Beobachter, der selbst Unterscheidungen trifft. Bei Hatoum verändert ein anderer Standort nicht notwendig die Karte, wohl aber das, was an ihr als Nähe, Grenze oder Zusammenhang erscheint. Die Weltordnung liegt nicht einfach vor dem Blick. Sie wird aus einer Position heraus lesbar.;Wo steht der Beobachter in seiner eigenen Karte?
276;sol-lewitt;Sol LeWitt;karen-barad;Karen Barad;Sol LeWitts Instruktionen wirken auf den ersten Blick wie abstrakte Regeln, die anschließend nur noch materiell ausgeführt werden. Karen Barad würde Materie jedoch nicht als passiven Träger einer bereits fertigen Form behandeln. Wand, Werkzeug, Maßstab und körperliche Ausführung wirken daran mit, welche konkrete Form entsteht. Die Regel bleibt wichtig, aber sie steht dem Material nicht vollständig gegenüber.;Wo endet die Regel und beginnt die Wand?
277;felix-gonzalez-torres;Felix Gonzalez-Torres;donna-haraway;Donna Haraway;Felix Gonzalez-Torres schafft Werke, deren Zustand von den Körpern und Entscheidungen des Publikums mitbestimmt wird. Donna Haraway besteht darauf, dass Wissen immer aus konkreten Positionen entsteht. Auch das Werk erscheint nicht von jedem Standpunkt gleich. Wer ein Bonbon nimmt, wer nur schaut, wer nachfüllt oder wer die Regeln der Ausstellung kennt, begegnet einer anderen Situation. Gemeinsamkeit entsteht hier nicht durch identische Erfahrung.;Hat jedes Publikum dasselbe Werk?
278;christian-marclay;Christian Marclay;henri-bergson;Henri Bergson;Christian Marclays The Clock ordnet Tausende Filmfragmente so, dass ihre dargestellten Uhrzeiten mit der realen Uhrzeit im Ausstellungsraum zusammenfallen. Henri Bergson unterscheidet eine solche messbare, teilbare Zeit von gelebter Dauer. Vor Marclays Arbeit treffen beide Ordnungen aufeinander. Die nächste Minute kommt pünktlich und besitzt ihren festen Platz, während Warten, Spannung oder Langeweile ihre Dauer verändern. Zeit ist zugleich präzise gestellt und ungleich erlebt.;Wie lange dauert eine geordnete Minute?
279;hanne-darboven;Hanne Darboven;jacques-derrida;Jacques Derrida;Hanne Darboven verwandelt Daten und Zeitfolgen in Schrift, Zahlen und serielle Aufzeichnungen. Jacques Derridas Spur macht deutlich, dass Schrift Abwesendes gegenwärtig halten kann, ohne seine ursprüngliche Gegenwart zurückzubringen. Ein notierter Tag ist deshalb nicht der vergangene Tag selbst. Er bleibt als wiederholbares Zeichen verfügbar und kann in neuen Zusammenhängen erneut gelesen werden. Schreiben bewahrt Zeit nur, indem es sie in eine andere Form überführt.;Kann Schrift Zeit bewahren, ohne sie festzuhalten?
280;william-kentridge;William Kentridge;wendy-hui-kyong-chun;Wendy Hui Kyong Chun;William Kentridge zeichnet, löscht und aktualisiert dasselbe Blatt immer wieder. Wendy Hui Kyong Chun beschreibt digitale Medien als Systeme, deren Beständigkeit paradoxerweise von fortgesetztem Update abhängt. Kentridges analoge Technik zeigt eine verwandte Logik. Das Bild bleibt nicht erhalten, indem ein Zustand konserviert wird. Es bleibt in Bewegung, weil jeder Zustand überschrieben wird und seine Spuren in die nächste Version eingehen.;Ist Löschen eine Form des Updates?
281;eva-hesse;Eva Hesse;gregory-bateson;Gregory Bateson;Eva Hesses Materialien verändern ihre Spannung, Farbe und Oberfläche. Gregory Bateson versteht Information als einen Unterschied, der in einem Zusammenhang einen weiteren Unterschied auslöst. Eine kleine materielle Veränderung wird deshalb erst dort bedeutsam, wo sie Form, Wahrnehmung oder Umgang mit dem Werk verändert. Alterung ist nicht bloß ein Zustand des Stoffes. Sie kann eine Rückmeldung darüber werden, wie stark Form und Material voneinander abhängen.;Wann wird Materialveränderung zur Information?
282;rebecca-horn;Rebecca Horn;michel-foucault;Michel Foucault;Rebecca Horns Apparate erweitern Körper und legen zugleich fest, welche Bewegungen möglich, schwierig oder unmöglich werden. Michel Foucault untersucht Anordnungen danach, wie sie Körper führen, ohne jede Handlung direkt zu befehlen. Horns Prothesen zeigen diese Führung unmittelbar. Eine technische Erweiterung eröffnet neue Reichweiten und schreibt dem Körper zugleich neue Grenzen, Haltungen und Bewegungsbahnen ein.;Welche Bewegung erlaubt ein Apparat, welche verhindert er?
283;dan-graham;Dan Graham;susan-leigh-star;Susan Leigh Star;Dan Grahams Pavillons wirken transparent, doch sie organisieren sehr genau, wer wen sehen kann, welche Wege offen sind und wie öffentlich oder privat eine Position erscheint. Susan Leigh Star untersucht Infrastrukturen als relationale Ordnungen, die Handlung ermöglichen und begrenzen. Grahams Architektur macht eine solche Ordnung sichtbar. Glas und Spiegel sind nicht bloß Material, sondern Infrastruktur für Beziehungen zwischen Blicken.;Wann wird Architektur zur Infrastruktur des Blicks?
284;robert-smithson;Robert Smithson;claude-shannon;Claude Shannon;Robert Smithsons Non-Sites übertragen einen entfernten Ort durch Material, Karte, Fotografie und Benennung in den Ausstellungsraum. Claude Shannon fragt danach, welche Information durch einen Kanal zuverlässig übertragen werden kann. Bei Smithson wird gerade sichtbar, was dabei nicht mitkommt. Gestein kann transportiert, Koordinaten können angegeben und Bilder können gezeigt werden, doch die Site selbst bleibt anderswo. Vermittlung macht den Ort adressierbar, ohne ihn vollständig zu übertragen.;Wie viel Ort lässt sich übertragen?
285;marina-abramovic;Marina Abramović;gilbert-simondon;Gilbert Simondon;Marina Abramović setzt den Körper Situationen aus, deren Dauer und Bedingungen ihn während der Performance verändern. Gilbert Simondon versteht Individuation als einen Prozess, nicht als Entfaltung eines bereits fertigen Individuums. Der Körper tritt deshalb nicht einfach identisch in eine Performance ein und wieder aus ihr heraus. Müdigkeit, Schmerz, Aufmerksamkeit und Beziehung zum Publikum bilden neue Zustände, aus denen der weitere Vollzug hervorgeht.;Was wird der Körper während einer Performance?
286;doris-salcedo;Doris Salcedo;michel-serres;Michel Serres;Doris Salcedo lässt abwesende Menschen durch Möbel, Stoffe, Risse und andere materielle Spuren gegenwärtig werden, ohne sie zu ersetzen. Michel Serres interessiert sich für Vermittler und Passagen, die das Übertragene verändern. Salcedos Material funktioniert in diesem Sinn nicht wie ein neutraler Bote. Es trägt Verlust weiter, indem es ihm eine neue Form, ein anderes Gewicht und einen neuen Ort gibt.;Wie trägt Material eine Abwesenheit weiter?
287;roman-opalka;Roman Opalka;henri-bergson;Henri Bergson;Roman Opalka ordnet seine Arbeit als lückenlose Folge von Zahlen. Jede Zahl besitzt einen eindeutigen Platz, und jede neue Zahl lässt sich als nächster Schritt bestimmen. Henri Bergson unterscheidet eine solche zählbare, räumlich geordnete Zeit von Dauer, in der Vergangenes in der Gegenwart weiterwirkt. Opalkas Serie bringt beide Formen zusammen. Die Zahl fixiert eine Stelle, während die Lebenszeit ihrer Herstellung nicht in identischen Stellen aufgeht.;Kann eine Zahl Dauer enthalten?
288;christian-marclay;Christian Marclay;n-katherine-hayles;N. Katherine Hayles;Christian Marclay arbeitet mit gespeichertem Ton und Bild, das geschnitten, neu angeordnet und wieder abgespielt werden kann. N. Katherine Hayles kritisiert die Vorstellung, Information könne unabhängig von ihrer jeweiligen Verkörperung bestehen. Auch Marclays Fragmente ändern ihre Wirkung mit Medium, Lautsprecher, Projektionsraum und anwesendem Körper. Das Material transportiert nicht bloß Information. Es gehört dazu, wie diese Information überhaupt wahrnehmbar wird.;Wo bekommt Information einen Körper?
289;bruce-nauman;Bruce Nauman;heinz-von-foerster;Heinz von Foerster;Bruce Nauman baut Situationen, in denen Bewegungen, Bilder oder Beobachtungen auf die handelnde Person zurückkommen. Heinz von Foerster interessiert sich für Beobachtung zweiter Ordnung und für rekursive Prozesse, die ihre eigenen Bedingungen verändern. Sobald Nauman eine Wiederholung mit Spiegel, Kamera oder Rückmeldung koppelt, kann die nächste Ausführung nicht mehr ganz dieselbe sein. Die Wiederholung sieht ihre eigene Spur und wird dadurch zu einer anderen.;Was verändert sich, wenn Wiederholung sich selbst sieht?
290;william-kentridge;William Kentridge;gilles-deleuze;Gilles Deleuze;William Kentridge zeichnet, löscht und zeichnet erneut. Gilles Deleuze versteht Wiederholung nicht als Rückkehr des Identischen, sondern als Produktion von Differenz. Kentridges Verfahren macht diese Idee materiell. Dieselbe Fläche, dieselbe Hand und dieselbe Figur können wiederkehren, doch jede Wiederholung trifft auf die Reste der vorherigen. Die Zeichnung wiederholt sich nicht über einer neutralen Gegenwart, sondern auf einer Vergangenheit, die bereits in sie eingegangen ist.;Wie viel Differenz hinterlässt eine Wiederholung?
291;james-turrell;James Turrell;karen-barad;Karen Barad;James Turrell erzeugt Situationen, in denen Licht nicht einfach als vorhandenes Objekt betrachtet werden kann. Raum, Öffnung, Auge und körperliche Anpassung bestimmen gemeinsam, was als Fläche, Tiefe oder Farbe erscheint. Karen Barads Begriff der Intraaktion richtet den Blick genau auf solche Phänomene, bei denen die beteiligten Seiten nicht vorher vollständig feststehen. Wahrnehmender Körper und Lichtfeld werden im Ereignis ihrer Beziehung bestimmbar.;Wo endet Licht und beginnt Wahrnehmung?
292;felix-gonzalez-torres;Felix Gonzalez-Torres;claude-shannon;Claude Shannon;Felix Gonzalez-Torres kann ein Werk durch Zertifikat, Maße und Regeln so beschreiben, dass es an verschiedenen Orten erneut installiert wird. Claude Shannon zeigt, wie Information unabhängig von ihrer Bedeutung zuverlässig übertragen werden kann. Doch eine vollständige Übermittlung der Angaben erzeugt noch nicht dieselbe materielle Situation. Gewicht, Entnahme, Publikum und Erneuerung müssen erst stattfinden. Der übertragbare Code stabilisiert das Werk, ohne seinen jeweiligen Zustand zu enthalten.;Wie viel Werk lässt sich als Information übertragen?
